=1	=1	=1	=1
16	0	1	-quiète
8	1	0	Il
16	0	0	dé-
=35	=35	=35	=35
32	0	1	-ma-
32	0	1	-sque
32	0	0	la
32	0	0	mu-
16	0	0	-sique
16	0	0	à
16	0	1	masque
16	0	0	et
16	0	0	la
8	0	0	place
16	0	0	en
16	0	0	hy-
16	0	0	-po-
16	0	1	-thèque
8	1	0	Puis,
16	0	0	in-
=36	=36	=36	=36
16	0	0	-scrit
16	0	0	en
16	0	0	i-
16	0	0	-ta-
8	0	0	-lique
16	0	0	sur
16	0	0	son
8.	0	0	a-
8.	0	0	-gen-
8	0	1	-da
=37	=37	=37	=37
16	0	0	R
16	2	0	Le
16	0	0	top
16	0	0	des
16	0	0	trucs
8	0	0	qu'il
4	0	0	n'aime
16	0	1	pas
8	0	0	R
8	0	0	Bref
=38	=38	=38	=38
16	0	0	pour
16	0	0	être
16	0	0	clair
16	0	0	et
16	0	0	net
16	0	0	le
16	0	0	ven-
16	0	0	-tri-
32	0	0	-cule
32	0	0	s'a-
16	0	0	-com-
16	0	0	-pagne
16	0	0	de
16	0	0	l'o-
16	0	0	-rei-
16	0	1	-llette
16	2	0	Tout
=39	=39	=39	=39
32	0	0	comme
32	0	0	à
32	0	0	mes
32	0	0	or-
16	0	0	-eilles
32	0	0	la
32	0	0	var-
16	0	1	-iet'
16	0	0	s'a-
16	0	0	-co-
16	0	1	-quine
16	0	0	et
16	0	1	rime
16	0	0	a-
16	0	0	-vec
8.	0	0	o-
16	0	0	-bso-
=40	=40	=40	=40
4	0	1	-lete
4	0	0	R
2	0	0	R
=41	=41	=41	=41
1	0	0	R
=42	=42	=42	=42
1	0	0	R
=43	=43	=43	=43
2	0	0	R
4	0	0	R
16	0	0	R
*>Verse3	*>Verse3	*>Verse3	*>Verse3
8	1	0	O-
16	0	0	-bso-
=44	=44	=44	=44
8	0	0	-lete
16	0	0	est
16	0	0	au-
8	0	0	-ssi
16	0	0	l'a-
16	0	0	-llu-
4	0	0	-meuse
8.	0	1	qui
16	2	0	Port-
=45	=45	=45	=45
16	0	1	-tait
16	0	0	des
16	0	1	bas
16	0	0	ré-
16	0	1	-silles
16	0	0	et
16	0	0	em-
16	0	0	-pe-
16	0	1	-stait
16	0	0	le
16	0	1	pa-
16	0	0	-chou-
8.	0	1	-li
16	1	0	Pour
=46	=46	=46	=46
16	0	0	des
16	0	0	ser-
16	0	0	-vices
16	0	0	ren-
16	0	0	-dus
16	0	0	elle
16	0	0	me
16	0	0	dit
16	0	0	j'te
16	0	0	paie
16	0	0	en
16	0	0	na-
16	0	1	-ture
16	1	0	Et
16	0	0	je
16	0	0	res-
=47	=47	=47	=47
16	0	0	R
16	0	0	-te
16	0	0	sto-
8	0	0	-ïque
16	0	0	quand
16	0	0	elle
16	0	0	me
16	0	0	tend
16	0	0	des
16	0	0	con-
16	0	0	-fit-
8.	0	1	-tures
16	1	0	Ce-
=48	=48	=48	=48
16	0	0	-ci
16	0	0	est
16	0	0	ou-
16	0	0	-bli-
16	0	0	-é
16	0	0	quant
16	0	0	au
8	0	0	mois
16	0	0	dé-
8	0	1	-cembre
8	0	0	R
16	1	0	Elle
16	0	0	me
=49	=49	=49	=49
16	0	0	té-
16	0	0	-lé-
16	0	0	-phone
16	0	0	et
16	0	0	me
8	0	0	dit
8	0	0	passe
16	0	0	me
8	0	1	prendre
8	0	0	R
8	1	0	Bref!
=50	=50	=50	=50
8	0	0	R
16	0	0	J'en
16	0	0	a-
16	0	0	-buse
16	0	0	a-
16	0	0	-vec
16	0	0	dé-
8	0	0	-lé-
16	0	0	-cta-
16	0	1	-tion
8.	0	0	R
16	1	0	Douce
=51	=51	=51	=51
16	0	0	comme
16	0	0	de
16	0	0	l'hy-
16	0	0	-do-
16	0	0	-mel
16	0	0	je
16	0	0	suis
16	0	0	en
16.	0	0	a-
16.	0	0	-ffe-
16	0	1	-ction
8	0	0	R
16	1	0	Puis
16	0	0	me
=52	=52	=52	=52
8	0	1	glisse
16	0	0	m'i-
8	0	1	-mmisce
16	0	0	en-
16	0	0	-tre
16	0	0	les
8.	0	1	cuisses
8	0	1	lisses
16	0	0	de
16	0	0	la
16	0	1	Miss
=53	=53	=53	=53
16	0	0	R
16	1	0	Ses
16	0	0	yeux
16	0	0	se
16	0	1	plissent
16	0	0	et
16	0	0	elle
16	0	0	dit
8	0	0	stop
16	0	0	ton
8	0	1	vice
16	1	0	Je
8	0	0	suis
=54	=54	=54	=54
16	0	0	R
16	0	0	comme
16	0	0	une
8	0	0	balle
16	0	0	elle
16	0	0	joue
16	0	0	le
16	0	0	role
16	0	0	d'une
16	0	1	ra-
8	0	1	-quette
16	1	0	L'en-
16	0	0	-dor-
16	0	1	-meuse
=55	=55	=55	=55
16	0	0	R
16	0	0	a-
16	0	0	-llu-
8	0	1	-meuse
16	0	0	se
16	0	0	prend
16	0	0	pour
8	0	0	une
16	0	1	star-
16	0	1	-lette
8.	0	0	R
16	1	0	Mais
=56	=56	=56	=56
16	0	0	sache
32	0	0	que
32	0	0	dans
16	0	0	les
16	0	0	ci-
16	0	0	-né-
16	0	0	-ma-
16	0	1	-thèques
16	0	0	tes
16	0	0	pre-
16	0	0	-sque
16	0	0	ga-
16	0	0	-li-
16.	0	1	-pettes
16.	0	0	dé-
16	0	1	-suètes
=57	=57	=57	=57
16	0	0	R
16	2	0	Sont
32	0	0	cla-
16	0	1	-ssées
32	0	0	dans
16	0	0	les
16	0	0	séries
16	0	1	B
16	0	0	au
16	0	0	ray-
8.	0	0	-on
8.	0	0	O-
16	0	0	-bso-
=58	=58	=58	=58
4	0	1	-lete
4	0	0	R
2	0	0	R
