**recip	**break	**rhyme	**lyrics
32	.	.	tire
=58	=58	=58	=58
16.	.	.	.
32	4	.	Les
16	.	.	cer-
16	.	.	-veaux
8	.	A	sa-
4	.	A	-turent
32	.	.	par
16.	.	.	manque
16	.	.	d'a-
16	.	.	-mour
32	.	.	et
16.	.	A	d'air
=59	=59	=59	=59
8	.	A	pur
32	4	.	Tout
16	.	.	comme
16	.	.	nos
16	.	.	chiens
16	.	.	on
16	.	.	a
32	.	.	be-
8	.	.	-soin
8	.	A	d'ver-
4	.	A	-dure
=60	=60	=60	=60
16.	.	.	.
32	4	.	Mais
16	.	.	on
16	.	.	est
16	.	.	des
16	.	.	hommes
8	.	.	.
16	.	.	.
32	.	.	donc
16	.	.	on
16	.	.	en-
32	.	A	-dure
8	.	.	.
32	.	.	.
32	4	.	Ré-
16	.	.	-duits
=61	=61	=61	=61
16	.	.	dans
16	.	.	des
8	.	A	zones
16	.	.	qua-
16	.	.	-tre
16	.	.	vingt
32	.	.	dou-
16	.	.	-ze
8	.	A	Hauts
8	.	.	d'Seine
16	.	.	gé-
16	.	.	-o-
16.	.	.	-gra-
=62	=62	=62	=62
8.	.	.	-phie
32	4	.	Quand
16	.	.	s'ouvrent
16.	.	.	les
16.	.	.	portes
32	.	.	de
8	.	.	l'en-
8	.	.	-fer
16	4	.	Que
16	.	.	la
16	.	.	nuit
16	.	.	su-
=63	=63	=63	=63
32	.	A	-ffit
16.	.	.	pour
16	.	.	cou-
16.	.	A	-ver-
8.	.	A	-ture
32	4	.	Se
16	.	.	dé-
16.	.	A	-fient
16	.	.	le
32	.	.	vice
16	.	.	et
16	.	.	la
8	.	A	ver-
=64	=64	=64	=64
4	.	A	-tu
16	4	.	Les
16	.	.	e-
8.	.	A	-rreurs
16.	.	.	pèsent
16	.	.	sur
16	.	.	les
32	.	A	coeurs
16	.	.	.
8	.	.	.
=65	=65	=65	=65
32	.	.	.
16	4	.	Seul
32	.	.	le
16	.	.	re-
16	.	.	-pen-
8	.	.	-tir
8	.	.	sin-
8	.	.	-cère
16.	.	.	pour
32	.	.	les
16.	.	.	mettre
32	.	.	à
16	.	.	l'é-
16	.	A	-cart
=66	=66	=66	=66
8	.	.	.
32	.	.	.
16.	4	.	Né
16	.	.	pour
16.	.	.	am-
16.	.	.	-m'ner
16	.	.	ma
16.	.	A	part
16	.	.	de
16.	.	.	pro-
16	.	A	-grès
8	.	.	.
=67	=67	=67	=67
4	.	.	.
8	.	.	.
32	.	.	.
8	4	.	Pas
8	.	.	l'temps
16	.	.	pour
16	.	.	les
16.	.	.	re-
8	.	A	-grets
=68	=68	=68	=68
=69	=69	=69	=69
=70	=70	=70	=70
=71	=71	=71	=71
=72	=72	=72	=72
=73	=73	=73	=73
2	.	.	.
4	.	.	.
16	.	.	.
*>Verse3	*>Verse3	*>Verse3	*>Verse3
8	4	.	J'vis
16	.	.	d'haine
=74	=74	=74	=74
16	.	.	et
16.	.	.	d'eau
32	.	.	fraiche
16	.	.	.
4	.	.	.
32	.	.	.
16	.	.	d'i-
16	.	.	-lli-
16	.	.	-cite
16	.	.	et
8	.	A	d'pé-
32	.	A	-ché
16	.	.	.
=75	=75	=75	=75
16.	.	.	.
32	4	.	Mon
8	.	.	seul
8	.	.	taf'
16.	.	.	j'rappe
32	.	.	sur
16	.	.	S
32	.	.	P
16.	.	.	douze
8	.	.	M
16.	.	A	P
32	.	A	C
16	.	.	.
=76	=76	=76	=76
16.	.	.	.
32	4	.	J'vois
16	.	.	pas
16	.	.	mes
16.	.	.	frères
32	.	A	a-
16	.	A	-gir
16	.	A	à
16	.	A	jeun
16	.	.	sans
16	.	.	le
16.	.	.	biz
16	4	.	In-
32	.	.	-ca-
16.	.	.	-pable
32	.	.	de
=77	=77	=77	=77
32	.	.	.
16.	.	.	sur-
8	.	A	-vivre
16	.	.	ils
16	.	.	s'lèvent
16	.	.	le
16	.	.	ma-
16.	.	.	-tin
32	.	.	mais
16.	.	.	juste
16.	.	.	pour
16.	.	.	pi-
32	.	A	-sser
16	.	.	.
=78	=78	=78	=78
16.	.	.	.
16	4	.	Des
16	.	.	soi-
16	.	A	-rées
16	.	.	sans
32	.	.	chè-
16	.	.	-ques
16	.	.	et
32	.	.	sans
8	.	.	Ke-
32	.	A	shné
16	.	.	.
8	.	.	.
32	4	.	C'est
16	.	.	telle-
32	.	.	-ment
=79	=79	=79	=79
32	.	.	.
16.	.	.	naze
16.	.	.	qu'pour
32	.	.	ki-
8	.	.	-ffer
8	.	.	j'dois
16	.	.	me
16	.	.	dé-
16	.	.	-fon-
16	.	.	-cer
32	.	.	au
8	.	.	whi-
32	.	.	-sky
16	.	.	.
=80	=80	=80	=80
16.	.	.	.
16	4	.	Du
16.	.	.	son
16	.	.	pour
16	.	.	lé-
8..	.	A	rou
32	4	.	Un
16.	.	.	pu-
16	.	.	-tain
16.	.	.	d'flow
16	.	.	d'ban-
16	.	.	-lieue
=81	=81	=81	=81
16	.	.	pour
16.	.	.	les
8	.	A	khos
16.	4	.	Beurs
16	.	.	ne-
16	.	A	-gro
16.	.	A	peace
16	.	.	et
16.	.	.	les
16	.	.	te-
16.	.	A	-rro-
32	.	A	-ristes
16	.	.	.
=82	=82	=82	=82
16.	.	.	.
32	4	.	E-
8	.	.	-clate
16	.	.	a-
16	.	.	-llo-
16	.	.	-ca-
32	.	A	-tion
32	.	.	in-
8	.	.	-ser-
8	.	A	-tion
8	.	.	.
16	4	.	Sous
16	.	.	pre-
=83	=83	=83	=83
16	.	A	-ssion
16	.	.	comme
16	.	.	nos
16	.	.	con-
16	.	.	-so-
16	.	.	-mma-
16.	.	A	-tions
32	4	.	Dès
16.	.	.	qu'on
8	.	.	sort
16	.	.	bé-
16	.	.	-dave
32	.	.	comme
16	.	.	si
16	.	.	c'est
=84	=84	=84	=84
8	.	A	per-
16.	.	A	-mis
16	4	.	La
16.	.	.	vie
8	.	.	c'est
8.	.	.	.
32	.	.	.
16	.	.	des
16	.	.	griffes
16	.	.	a-
16	.	.	-vec
32	.	.	du
=85	=85	=85	=85
8	.	A	ver-
16.	.	A	-nis
16.	.	.	string
16	.	.	qua-
16	.	.	-tre
16	.	.	vingt
8	.	A	dix
8	.	A	C
16	4	.	Sui-
16	.	.	-cide
16	.	.	à
16	.	.	la
=86	=86	=86	=86
8	.	.	hi-
8	.	A	-lla
8	.	.	.
16	.	.	trop
16	.	.	fa-
16	.	A	-ya
16	.	.	pour
16	.	.	a-
16	.	.	-ller
8	.	A	pri-
8	.	A	-er
=87	=87	=87	=87
16	.	.	.
16	4	.	J'ai
16	.	.	peur
16	.	.	de
16	.	A	cri-
16	.	A	-er
16	.	.	quand
16	.	.	j'vais
8	.	A	gri-
8	.	A	-ller
16	4	.	qua-
16	.	.	-tre
16	.	.	vingt
16	.	.	douze
=88	=88	=88	=88
8.	.	.	hard-
16	.	.	-core
16.	.	.	.
16	.	.	de-
16.	.	.	-puis
16	.	.	l'jar-
8	.	.	-din
16	.	.	d'E-
8	.	A	-den
32	4	.	J'a-
32	.	.	-vale
16	.	.	une
=89	=89	=89	=89
8	.	A	bou-
8	.	A	-teille
8	.	.	.
16	.	.	et
16	.	.	j'm'en-
16	.	.	-dors
16	.	.	a-
16	.	.	-vec
16	.	.	du
8	.	A	Wu-
8	.	A	Tang
