4	1	0	J'ai
=156	=156	=156	=156
4	0	0	R
4	0	0	fait
4	0	0	le
1.7777777777777777	0	0	bon
16	0	0	choix
2	0	0	R
=157	=157	=157	=157
4	0	0	R
4	0	0	et
2	0	0	j'y
2	0	1	crois
2	0	0	R
=158	=158	=158	=158
4.	1	0	J'n'ai
4.	0	0	pas
4	0	0	tou-
4	0	1	-ché
4	0	0	mais
4	0	0	ca-
4	0	0	-re-
=159	=159	=159	=159
4.	0	1	-ssé
3.2	0	0	tous
3.2	0	0	mes
1.6	0	1	rêves
4.	1	0	Je
=160	=160	=160	=160
4.	0	0	de-
3.2	0	0	-man-
3.2	0	0	-d'une
2.	0	1	trêve
4	2	0	le
=161	=161	=161	=161
4.	0	0	Doc
3.2	0	0	est
3.2	0	0	R
2	0	1	grève
4	1	0	Plus
4	0	0	rien
=162	=162	=162	=162
4	0	0	R
4	0	0	ne
4	0	0	m'fais
4	0	0	ki-
2	0	1	-ffer
4	1	0	Plus
4	0	0	rien
=163	=163	=163	=163
4	0	0	R
4	0	0	ne
4	0	0	m'fais
4	0	0	ma-
2	0	1	-rrer
4	1	0	De
4	0	0	la
=164	=164	=164	=164
2	0	0	fille
4	0	0	du
4	0	0	voi-
2...	0	1	-sin
16	2	0	je
=165	=165	=165	=165
4	0	0	R
4.	0	0	suis
4.	0	1	passé
2	1	0	A
4	0	0	de
4	0	0	jo-
=166	=166	=166	=166
4.	0	0	-lies
4.	0	0	ma-
2	0	0	-nne-
4	0	1	-quins
2	0	0	R
=167	=167	=167	=167
4.	2	0	très
4.	0	0	con-
4	0	0	-voi-
2.	0	1	-tés
4	1	0	Ma
=168	=168	=168	=168
4.	0	0	pe-
4.	0	0	-ti-
4	0	0	-te a-
1.6	0	0	-mie
8.	0	0	elle
8.	0	0	est
=169	=169	=169	=169
2	0	1	belle
8.	0	0	elle
8.	0	0	bonne
4.	0	1	R
2	1	0	Elle
4	0	0	s'a-
=170	=170	=170	=170
4	0	1	-pelle
4	0	0	Bren-
4	0	0	-dy
4	0	0	Kyl-
2	0	1	-none
4	2	0	si
4	0	0	tu
=171	=171	=171	=171
2	0	0	veux
4	0	0	j'te
4	0	0	la
4.	0	1	donne
4.	1	0	Car
4	0	0	plus
=172	=172	=172	=172
4	0	0	R
4	0	0	rien
4	0	0	ne
4	0	0	m'é-
2	0	1	-tonne
4	1	0	J'en
4	0	0	ai
=173	=173	=173	=173
2.	0	0	marre
4	0	0	des
2	0	1	meufs
4	1	0	J'en
4	0	0	ai
=174	=174	=174	=174
2.	0	0	marre
4	0	0	des
2	0	1	keufs
4	1	0	C'est
4	0	0	tou-
=175	=175	=175	=175
2	0	0	-jours
4	0	0	la
2	0	0	même
2	0	1	mouille
4	1	0	Tou-
=176	=176	=176	=176
2	0	0	-jours
4	0	0	les
2.	0	0	mêmes
2	0	1	fouilles
