=1	=1	=1	=1
16	1	0	En
16	0	0	croy-
16	0	0	-ant
16	0	0	la
16	0	0	jouer
16	0	1	fine
16	0	0	il
16	0	0	ne
16	0	0	vou-
16	0	0	-lait
48	0	0	pas
16	0	0	ne
16	0	0	cher-
16	0	0	-chait
=45	=45	=45	=45
16	0	0	meme
8	0	0	pas
16	1	0	a-
16	0	0	-rran-
16	0	0	-ger
16	0	0	ce
16	0	0	pu-
16	0	0	-tain
16	0	0	d'or-
16	0	0	-gueil
16	0	0	qui
16	0	0	tran-
16	0	0	-chait
16	0	0	les
16	0	0	liens
=46	=46	=46	=46
32	0	0	R
16	0	0	fa-
16	0	0	-mi-
64	0	0	-liaux
16	1	0	Chaque
16	0	0	jour
16	0	0	un
8	0	0	peu
24	0	1	plus
16	1	0	J'a-
16	0	0	-vais
16	0	0	pas
=47	=47	=47	=47
16	0	0	l'im-
16	0	0	-pre-
16	0	0	-ssion
16	0	0	d'etre
16	0	0	plus
16	0	0	co-
16	0	0	-té
16	0	0	qu'une
16	0	0	caisse
16	0	0	à
16	0	0	l'ar-
32	0	1	-gus
16	1	0	Donc
16	0	0	j'ai
16	0	0	du
=48	=48	=48	=48
16	0	0	re-
16	0	0	-non-
32	0	0	-cer
16	2	0	trou-
16	0	0	-ver
16	0	0	mes
16	0	0	pro-
16	0	0	-pres
16	0	0	com-
32	0	1	-plices
16	1	0	Mes
16	0	0	par-
16	0	0	-te-
=49	=49	=49	=49
16	0	0	R
16	0	0	-naires
16	0	0	de
32	0	1	glisse
16	2	0	dé-
16	0	0	-so-
16	0	0	-lé
16	0	0	si
16	0	0	j'm'i-
8	0	1	-mmisce
4	0	0	R
=50	=50	=50	=50
1	0	0	R
=51	=51	=51	=51
1	0	0	R
=52	=52	=52	=52
1	0	0	R
=53	=53	=53	=53
1	0	0	R
=54	=54	=54	=54
1	0	0	R
=55	=55	=55	=55
1	0	0	R
=56	=56	=56	=56
1	0	0	R
=57	=57	=57	=57
2	0	0	R
4	0	0	R
16	0	0	R
*>Verse2	*>Verse2	*>Verse2	*>Verse2
16	1	0	Que
16	0	0	vou-
32	0	0	-lais-
=58	=58	=58	=58
16	0	0	R
16	0	0	
16	0	0	que
16	0	0	ton
16	0	0	fils
48	0	0	a-
16	0	0	-prenne
16	0	0	dans
16	0	0	la
16	0	1	rue?
16	1	0	Quelles
16	0	0	ver-
=59	=59	=59	=59
32	0	0	R
16	0	1	-tus
16	0	0	croy-
16	0	0	-ais-
16	0	0	tu
16	0	0	qu'on
16	0	0	y
16	0	0	en-
8	0	0	-seigne?
16	1	0	Mais
16	0	0	t'as
16	0	0	pas
16	0	1	vu
48	0	0	c'mment
=60	=60	=60	=60
8	0	0	ca
8	0	1	pue
16	0	0	de-
8	0	1	-hors
16	1	0	Mais
16	0	0	co-
16	0	0	-mment
16	0	0	ca
48	0	0	sent
16	0	0	la
8	0	1	mort?
=61	=61	=61	=61
16	0	0	R
16	1	0	Quand
16	0	0	tu
32	0	0	res-
16	0	0	-pires
16	0	0	ca
16	0	0	mec
16	0	0	t'es
16	0	0	co-
16	0	0	-mme
8	0	0	mort-
16	0	1	né
=62	=62	=62	=62
16	0	0	R
16	1	0	Tu
16	0	0	fi-
16	0	0	-nis
8	0	0	bor-
16	0	1	-né
16	0	0	à
16	0	0	force
16	0	0	de
16	0	0	tour-
40	0	1	-né
16	0	0	en
16	0	1	rond
=63	=63	=63	=63
16	0	0	R
8	1	0	Ton
64	0	0	cer-
16	0	0	-veau
16	0	0	te
16	0	0	fait
32	0	0	dé-
8	0	0	-faut
16	0	0	pui'fait
64	0	0	des
8	0	1	bonds
16	1	0	Et
32	0	0	c'est
=64	=64	=64	=64
16	0	0	vrai-
16	0	0	-ment
16	0	0	pas
40	0	1	bon
16	0	0	quand
64	0	0	t'en
16	0	0	perds
32	0	0	le
16	0	0	con-
40	0	1	-trole
16	1	0	Quand
32	0	0	pour
=65	=65	=65	=65
16	0	0	R
16	0	0	les
16	0	0	yeus
64	0	0	des
16	0	0	au-
16	0	0	-tres
16	0	0	tu
16	0	0	joues
16	0	0	de
16	0	0	mieux
64	0	0	en
16	0	0	mieux
16	0	0	ton
16	0	1	rôle
=66	=66	=66	=66
16	0	0	R
32	1	0	Ton
16	0	0	rôle
32	0	0	de
16	0	0	caille-
8	0	1	-ra
48	0	0	ju-
16	0	0	-ste
8	0	0	pour
16	0	0	ne
8	0	1	pas
16	1	0	Qu'on
=67	=67	=67	=67
16	0	0	te
16	0	0	dise
16	0	0	Voi-
48	0	1	-la
16	0	0	tu
16	0	0	fais
16	0	0	plus
16	0	0	par-
16	0	0	-tie
48	0	0	d'la
16	0	0	mi-
16	0	1	-fa
48	0	0	d'en
=68	=68	=68	=68
8	0	1	bas
16	1	0	C'est
8	0	0	dingue
16	0	0	mais
16	0	0	c'est
16	0	0	comme
16	0	1	ca
8	0	0	R
8	1	0	Sache
=69	=69	=69	=69
16	0	0	qu'i-
16	0	0	-ci-
16	0	1	bas
48	0	0	plus
16	0	0	qu'a-
16	0	0	-illeurs
32	0	0	la
48	0	0	sur-
16	0	0	-vie
16	0	0	est
64	0	0	un
8	0	0	com-
32	0	1	-bat
=70	=70	=70	=70
8	1	0	A
16	0	0	base
64	0	0	de
16	0	0	coups
16	0	1	bas
64	0	0	de
32	0	0	coups
16	0	0	de
16	0	0	ton-
8	0	1	-ba
16	1	0	D'es-
